sequence,sample_tick_ms,gyro_x_dps,gyro_y_dps,gyro_z_dps,sensor_valid,motor_enabled
370,3700.0,-0.1902113032590201,-4.215968757553248,-2.410935556832041,1,0
371,3710.0,-3.2761252409271364,-5.236425183026807,-2.3431298461098478,1,0
372,3720.0,-5.974203257745095,-5.823626198485091,-2.0064023975348095,1,0
373,3730.0,-8.05269368083228,-5.90237481504955,-1.4430452508730038,1,0
374,3740.0,-9.356462514396402,-5.40837813975434,-0.7180112699689263,1,0
375,3750.0,-9.8,-4.330240256083033,0.08759856690383543,1,0
376,3760.0,-9.356462514396389,-2.748275462478404,0.8846336457129799,1,0
377,3770.0,-8.052693680832341,-0.8425588445745504,1.5847827094891858,1,0
378,3780.0,-5.9742032577451845,1.1406130241879289,2.1093806890308677,1,0
379,3790.0,-3.2761252409271173,2.9505290340212906,2.3972687378222126,1,0
380,3800.0,-0.19021130325915203,4.392304333240949,2.4109355568320456,1,0
381,3810.0,2.9830045847535707,5.357135191036093,2.1403364142828893,1,0
382,3820.0,5.902919169637516,5.812553996076144,1.6040137074437162,1,0
383,3830.0,8.235963669233714,5.766505918809648,0.8474072125358411,1,0
384,3840.0,9.710170508637175,5.233433022749805,-0.061482548932758285,1,0
385,3850.0,10.161803398874993,4.2265928052392665,-1.0386550831989945,1,0
386,3860.0,9.560303140384557,2.78131745445906,-1.992254130005935,1,0
387,3870.0,8.005014085436459,0.9914438953871638,-2.83149932508232,1,0
388,3880.0,5.696887112431629,-0.969817354868882,-3.475531970143816,1,0
389,3890.0,2.896453311523706,-2.8655787225589044,-3.861309662652619,1,0
390,3900.0,-0.11755705045841935,-4.446795022841362,-3.949777325419671,1,0
391,3910.0,-3.077611839843558,-5.516688390230538,-3.729710572677593,1,0
392,3920.0,-5.74094310173896,-5.976506667976174,-3.2188548757215143,1,0
393,3930.0,-7.891747003486562,-5.831419373732085,-2.462248380813633,1,0
394,3940.0,-9.341699577851127,-5.1583529862557524,-1.5278916094619415,1,0
395,3950.0,-9.938196601125007,-4.058887706926761,-0.5001866853886212,1,0
396,3960.0,-9.584190073488497,-2.626793411554496,0.5282132051755426,1,0
397,3970.0,-8.265431279758221,-0.9475910209662138,1.4653480439693793,1,0
398,3980.0,-6.074309973070539,0.8753320285073595,2.2288153545506946,1,0
399,3990.0,-3.2176547416991474,2.6923665347109504,2.7536891783596276,1,0
